Company,Site,Facility,State,Area,Date,TimeUTC,Rocket,Mission,RocketStatus,Price,MissionStatus
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,12/6/2009,1:47:00,"Delta IV Medium+ (5,4)",WGS-3,0,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,12/14/2009,14:09:00,Delta II 7320-10C,WISE,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/18/2009,16:26:00,Ariane 5 GS,Helios 2B,0,,1
Roscosmos,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,2/3/2010,3:45:00,Soyuz U,Soyuz-U,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,2/8/2010,9:14:00,Space Shuttle Endeavour,STS-130,0,450,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,2/11/2010,15:23:00,Atlas V 401,SDO,1,109,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,3/4/2010,23:57:00,"Delta IV Medium+ (4,2)",GOES 15,0,164,1
Roscosmos,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,4/2/2010,4:04:00,Soyuz FG,Soyuz TMA-18,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,4/5/2010,10:21:00,Space Shuttle Discovery,STS-131,0,450,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,4/8/2010,13:57:00,Dnepr,CryoSat-2,0,29,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,4/15/2010,10:57:00,GSLV Mk II,GSAT-4,1,47,2
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,4/22/2010,23:52:00,Atlas V 501,OTV-1,0,120,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,4/27/2010,1:05:00,Cosmos-3M (11K65M),Cosmos 2463,0,,1
Roscosmos,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,4/28/2010,17:15:00,Soyuz U,Progress M-05M,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,5/10/2010,21:58:00,H-IIA 202,"Akatsuki, IKAROS & Others",1,90,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/14/2010,18:20:00,Space Shuttle Atlantis,STS-132,0,450,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/21/2010,22:01:00,Ariane 5 ECA,Astra 3B  & COMSATBw-2,1,200,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,5/28/2010,3:00:00,"Delta IV Medium+ (4,2)",GPS IIF-1,0,164,1
Eurockot,Site 133/3,Plesetsk Cosmodrome,,Russia,6/2/2010,1:59:00,Rokot/Briz KM,SERVIS-2,0,41.8,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,6/4/2010,18:45:00,Falcon 9 v1.0,Flight 1,0,59.5,1
KARI,LC-1,Naro Space Center,,South Korea,6/10/2010,8:01:00,Naro-1,STSAT-2B,0,,2
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,6/15/2010,14:42:00,Dnepr,Picard & Others,0,29,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,6/21/2010,2:14:00,Dnepr,TanDEM-X,0,29,1
IAI,Pad 1,Palmachim Airbase,,Israel,6/22/2010,,Shavit-2,Ofek-9,1,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,6/26/2010,21:41:00,Ariane 5 ECA,"Arabsat-5A, COMS-1",1,200,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,7/12/2010,3:52:00,PSLV-CA,Cartosat-2B & Rideshares,1,21,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/4/2010,20:45:00,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",1,200,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,8/14/2010,11:07:00,Atlas V 531,AEHF-1,1,140,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,9/8/2010,3:30:00,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",0,41.8,1
ULA,SLC-3E,Vandenberg AFB,California,USA,9/21/2010,4:03:00,Atlas V 501,NROL-41,0,120,1
Northrop,SLC-8,Vandenberg AFB,California,USA,9/26/2010,4:41:00,Minotaur IV,SBSS,1,46,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,9/30/2010,17:01:00,Molniya-M /Block 2BL,Cosmos 2469,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/28/2010,23:51:00,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",1,200,1
ULA,SLC-2W,Vandenberg AFB,California,USA,11/6/2010,2:20:00,Delta II 7420-10C,COSMO-4,0,,1
Northrop,LP-1,Pacific Spaceport Complex,Alaska,USA,11/20/2010,1:25:00,Minotaur IV,STP-S26,1,46,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,11/21/2010,22:58:00,Delta IV Heavy,NROL-32,1,350,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,11/26/2010,18:39:00,Ariane 5 ECA,"Intelsat 17, HYLAS-1",1,200,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,12/8/2010,15:43:00,Falcon 9 v1.0,COTS-1,0,59.5,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,12/25/2010,10:34:00,GSLV Mk I,GSAT-5P,0,47,2
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/29/2010,21:27:00,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",1,200,1
Roscosmos,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,1/20/2011,12:29:00,Zenit-3 SLBF,Elektro-L n­1,0,,1
ULA,SLC-6,Vandenberg AFB,California,USA,1/20/2011,21:10:00,Delta IV Heavy,NROL-49,1,350,1
MHI,LA-Y2,Tanegashima Space Center,,Japan,1/22/2011,5:37:00,H-IIB,HTV-2,0,112.5,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,2/1/2011,14:00:00,Rokot/Briz KM,Cosmos 2470,0,41.8,3
Northrop,SLC-8,Vandenberg AFB,California,USA,2/6/2011,12:26:00,Minotaur I,NROL-66,1,40,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,2/15/2011,22:13:00,Ariane 5 ES,Johannes Kepler ATV,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,2/24/2011,21:53:00,Space Shuttle Discovery,STS-133,0,450,1
Northrop,SLC-576E,Vandenberg AFB,California,USA,3/4/2011,10:09:00,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",1,45,2
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,3/5/2011,22:46:00,Atlas V 501,OTV-2,0,120,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,3/11/2011,22:38:00,"Delta IV Medium+ (4,2)",NROL-27,0,164,1
ULA,SLC-3E,Vandenberg AFB,California,USA,4/15/2011,4:24:00,Atlas V 411,NROL-34,0,115,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,4/20/2011,4:42:00,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,0,25,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,4/22/2011,21:37:00,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",1,200,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,5/7/2011,18:10:00,Atlas V 401,SBIRS GEO-1,1,109,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/16/2011,12:56:00,Space Shuttle Endeavour,STS-134,0,450,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/20/2011,20:38:00,Ariane 5 ECA,"ST-2, GSAT-8",1,200,1
ULA,SLC-2W,Vandenberg AFB,California,USA,6/10/2011,14:20:00,Delta II 7320-10C,SAC-D,0,,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,6/15/2011,,Safir-1A,Rasad 1,0,,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,6/30/2011,3:09:00,Minotaur I,ORS-1,1,40,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,7/8/2011,15:29:00,Space Shuttle Atlantis,STS-135,0,450,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,7/15/2011,11:18:00,PSLV-XL,GSAT-12,1,31,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,7/16/2011,6:41:00,"Delta IV Medium+ (4,2)",GPS IIF-2,0,164,1
Roscosmos,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,7/18/2011,2:31:00,Zenit-3 SLBF,Spektr-R,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,8/5/2011,16:25:00,Atlas V 551,Juno,1,153,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/6/2011,22:52:00,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",1,200,1
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,8/17/2011,7:12:00,Dnepr,Sich 2 & Others,0,29,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,9/10/2011,13:08:00,Delta II 7920H-10C,GRAIL,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,9/11/2011,11:17:00,H-IIA 202,Michibiki 1,1,90,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,9/21/2011,21:38:00,Ariane 5 ECA,"Arabsat-5C, SES-2",1,200,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,9/23/2011,4:36:00,H-IIA 202,IGS-Optical 4,1,90,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,9/24/2011,20:17:00,Zenit-3 SL,Atlantic Bird 7,0,,1
Northrop,LP-1,Pacific Spaceport Complex,Alaska,USA,9/27/2011,15:49:00,Minotaur IV,TacSat-4,1,46,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,9/29/2011,21:16:00,Long March 2F/T,Tiangong-1,1,,1
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,10/5/2011,21:00:00,Zenit-3 SLB,Intelsat 18,0,,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,10/12/2011,5:31:00,PSLV-CA,Megha-Tropiques & Rideshares,1,21,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,10/21/2011,7:30:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,1,30,1
ULA,SLC-2W,Vandenberg AFB,California,USA,10/28/2011,9:48:00,Delta II 7920-10C,Suomi NPP / ELaNa III,0,,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,10/31/2011,21:58:00,Long March 2F/G,Shenzhou 8,1,,1
Roscosmos,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,11/8/2011,20:16:00,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,11/26/2011,15:02:00,Atlas V 541,Mars Science Laboratory,1,145,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,12/12/2011,1:21:00,H-IIA 202,IGS-Radar 3,1,90,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,12/17/2011,2:03:00,Soyuz ST-A/Fregat,"Pleiades 1A, SSOT, Elisa",1,80,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,1/20/2012,0:38:00,"Delta IV Medium+ (5,4)",WGS-4,0,,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2/3/2012,,Safir-1B,Navid,0,,1
ESA,ELV-1 (SLV),Guiana Space Centre,French Guiana,France,2/13/2012,10:00:00,Vega,"Lares, AlmaSat-1 & 7 cubesats",1,37,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,2/24/2012,22:15:00,Atlas V 551,MUOS-1,1,153,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,3/23/2012,4:34:00,Ariane 5 ES,Edoardo Amaldi ATV,0,,1
ULA,SLC-6,Vandenberg AFB,California,USA,4/3/2012,23:12:00,"Delta IV Medium+ (5,2)",NROL-25,0,,1
KCST,Pad 1,Sohae Satellite Launching Station,,North Korea,4/12/2012,22:38:00,Unha-3,KwangmyÂÂngsÂÂng-3,1,,2
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,4/26/2012,0:17:00,PSLV-XL,RISAT-1,1,31,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,4/26/2012,,PSLV-XL,PSLV- C19 RISAT-1,1,31,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,5/4/2012,18:42:00,Atlas V 531,AEHF-2,1,140,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/15/2012,22:13:00,Ariane 5 ECA,"JCSAT-13, Vinasat-2",1,200,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,5/17/2012,16:39:00,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",1,90,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,5/22/2012,7:44:00,Falcon 9 v1.0,COTS-2+,0,59.5,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,5/23/2012,,Safir-1B+,Unknown Payload,1,,2
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,6/1/2012,5:22:00,Zenit-3 SL,Intelsat-19,0,,1
Northrop,Stargazer,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,6/13/2012,16:00:00,Pegasus XL,NuSTAR,1,40,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,6/16/2012,10:37:00,Long March 2F/G,Shenzhou 9,1,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,6/20/2012,12:28:00,Atlas V 401,NROL-38,1,109,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,6/29/2012,13:15:00,Delta IV Heavy,NROL-15,1,350,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,7/5/2012,21:36:00,Ariane 5 ECA,"EchoStar XVII, MSG-3",1,200,1
MHI,LA-Y2,Tanegashima Space Center,,Japan,7/21/2012,2:06:00,H-IIB,HTV-3,0,112.5,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,7/28/2012,1:35:00,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,0,41.8,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/2/2012,20:54:00,Ariane 5 ECA,"Intelsat 20, HYLAS 2",1,200,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,8/19/2012,6:54:00,Zenit-3 SL,Intelsat-21,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,8/30/2012,8:05:00,Atlas V 401,Van Allen Probes (RBSP),1,109,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,9/9/2012,4:23:00,PSLV-CA,SPOT-6 & mRESINS & PROITERES,1,21,1
ULA,SLC-3E,Vandenberg AFB,California,USA,9/13/2012,21:39:00,Atlas V 401,NROL-36,1,109,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,9/22/2012,,Safir-1B+,Unknown Payload,1,,2
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,9/28/2012,21:18:00,Ariane 5 ECA,"Astra 2F, GSAT-10",1,200,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,10/4/2012,12:10:00,"Delta IV Medium+ (4,2)",GPS IIF-3,0,164,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,10/8/2012,0:35:00,Falcon 9 v1.0,CRS-1,0,59.5,3
Arianespace,ELS,Guiana Space Centre,French Guiana,France,10/12/2012,15:15:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,1,30,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,11/10/2012,21:05:00,Ariane 5 ECA,"Eutelsat 21B, Star One C3",1,200,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,12/2/2012,2:02:00,Soyuz ST-A/Fregat,Pleiades 1B,1,80,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,12/3/2012,20:43:00,Zenit-3 SL,Eutelsat-70B,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,12/11/2012,18:03:00,Atlas V 501,OTV-3,0,120,1
KCST,Pad 1,Sohae Satellite Launching Station,,North Korea,12/12/2012,0:49:00,Unha-3,KwangmyÂÂngsÂÂng-3 (Unit 2),1,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/19/2012,21:49:00,Ariane 5 ECA,"Skynet 5D, Mexsat-3",1,200,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,1/15/2013,16:24:00,Rokot/Briz KM,Cosmos 2482 to 2484,0,41.8,3
MHI,LA-Y1,Tanegashima Space Center,,Japan,1/27/2013,4:40:00,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,1,90,1
KARI,LC-1,Naro Space Center,,South Korea,1/30/2013,7:00:00,Naro-1,STSAT-2C,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,1/31/2013,1:48:00,Atlas V 401,TDRS-K,1,109,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,2/1/2013,6:55:00,Zenit-3 SL,Intelsat-27,0,,2
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,2/7/2013,21:36:00,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",1,200,1
ULA,SLC-3E,Vandenberg AFB,California,USA,2/11/2013,18:02:00,Atlas V 401,Landsat 8,1,109,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,2/25/2013,12:31:00,PSLV-CA,SARAL & Rideshares,1,21,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,3/1/2013,15:10:00,Falcon 9 v1.0,CRS-2,0,59.5,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,3/19/2013,21:21:00,Atlas V 401,SBIRS GEO-2,1,109,1
Northrop,LP-0A,Wallops Flight Facility,Virginia,USA,4/21/2013,21:00:00,Antares 110,Antares A-ONE,0,80,1
Arianespace,ELV-1 (SLV),Guiana Space Centre,French Guiana,France,5/7/2013,2:06:00,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",1,37,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,5/15/2013,21:38:00,Atlas V 401,GPS IIF-4,1,109,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,5/25/2013,0:27:00,"Delta IV Medium+ (5,4)",WGS-5,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,6/5/2013,21:52:00,Ariane 5 ES,Albert Einstein ATV,0,,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,6/11/2013,9:38:00,Long March 2F/G,Shenzhou 10,1,,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,6/25/2013,19:27:00,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,1,30,1
VKS RF,Site 175/59,Baikonur Cosmodrome,,Kazakhstan,6/27/2013,16:53:00,Strela,Cosmos 2487,0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,6/28/2013,2:27:00,Pegasus XL,IRIS,1,40,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,7/1/2013,18:11:00,PSLV-XL,IRNSS-1A,1,31,1
VKS RF,Site 81/24,Baikonur Cosmodrome,,Kazakhstan,7/2/2013,2:38:00,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",1,65,2
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,7/19/2013,13:00:00,Atlas V 551,MUOS-2,1,153,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,7/25/2013,19:54:00,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",1,200,1
MHI,LA-Y2,Tanegashima Space Center,,Japan,8/3/2013,19:48:00,H-IIB,HTV-4,0,112.5,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,8/8/2013,0:29:00,"Delta IV Medium+ (5,4)",WGS-6,0,,1
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,8/22/2013,14:39:00,Dnepr,KompSat-5,0,29,1
ULA,SLC-6,Vandenberg AFB,California,USA,8/28/2013,18:03:00,Delta IV Heavy,NROL-65,1,350,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/29/2013,20:30:00,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",1,200,1
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,8/31/2013,20:05:00,Zenit-3 SLB,AMOS 4,0,,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,9/7/2013,3:27:00,Minotaur V,LADEE,1,55,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,9/11/2013,23:23:00,Rokot/Briz KM,"Goniets-M 14, 16 and 17",0,41.8,1
Northrop,LP-0A,Wallops Flight Facility,Virginia,USA,9/13/2013,14:58:00,Antares 110,CRS Orb-D1,0,80,1
JAXA,Mu Pad,Uchinoura Space Center,,Japan,9/14/2013,5:00:00,Epsilon Demo,SPRINT-A,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,9/18/2013,8:10:00,Atlas V 531,AEHF-3,1,140,1
CASIC,,Jiuquan Satellite Launch Center,,China,9/25/2013,4:37:00,Kuaizhou 1,Kuaizhou 1,0,,1
SpaceX,SLC-4E,Vandenberg AFB,California,USA,9/29/2013,16:00:00,Falcon 9 v1.1,CASSIOPE,0,56.5,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,11/5/2013,9:08:00,PSLV-XL,Mars Orbiter Mission,1,31,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,11/18/2013,18:28:00,Atlas V 401,MAVEN,1,109,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,11/20/2013,1:15:00,Minotaur I,ORS-3,1,40,1
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,11/21/2013,7:10:00,Dnepr,DubaiSat 2 & Others,0,29,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,11/22/2013,12:02:00,Rokot/Briz KM,SWARM,0,41.8,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,12/3/2013,22:41:00,Falcon 9 v1.1,SES-8,0,56.5,1
ULA,SLC-3E,Vandenberg AFB,California,USA,12/6/2013,7:14:00,Atlas V 501,NROL-39,0,120,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,12/19/2013,9:12:00,Soyuz ST-B/Fregat-MT,Gaia,1,30,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,12/25/2013,0:31:00,Rokot/Briz KM,Cosmos 2488 to 2491,0,41.8,1
VKS RF,Site 43/4,Plesetsk Cosmodrome,,Russia,12/28/2013,12:30:00,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,1,,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,1/5/2014,10:48:00,GSLV Mk II,GSAT-14,1,47,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,1/6/2014,22:06:00,Falcon 9 v1.1,Thaicom 6,0,56.5,1
Northrop,LP-0A,Wallops Flight Facility,Virginia,USA,1/9/2014,18:07:00,Antares 120,CRS Orb-1,0,80,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,1/24/2014,2:33:00,Atlas V 401,TDRS-L,1,109,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,2/6/2014,21:30:00,Ariane 5 ECA,"ABS-2, Athena-Fidus",1,200,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,2/21/2014,1:59:00,"Delta IV Medium+ (4,2)",GPS IIF-5,0,164,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,2/27/2014,18:37:00,H-IIA 202,GPM-Core & Others,1,90,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,3/22/2014,22:04:00,Ariane 5 ECA,"Astra 5B, Amazonas 4A",1,200,1
ULA,SLC-3E,Vandenberg AFB,California,USA,4/3/2014,14:46:00,Atlas V 401,DMSP-5D3 F19,1,109,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,4/3/2014,21:02:00,Soyuz ST-A/Fregat-M,Sentinel 1A,1,30,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,4/4/2014,11:44:00,PSLV-XL,IRNSS-1B,1,31,1
IAI,Pad 1,Palmachim Airbase,,Israel,4/9/2014,,Shavit-2,Ofek-10,1,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,4/10/2014,17:45:00,Atlas V 541,NROL-67,1,145,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,4/18/2014,19:25:00,Falcon 9 v1.1,CRS-3,0,56.5,1
Arianespace,ELV-1 (SLV),Guiana Space Centre,French Guiana,France,4/30/2014,1:35:00,Vega,KazEOSat-1,1,37,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,5/17/2014,0:03:00,"Delta IV Medium+ (4,2)",GPS IIF-6,0,164,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,5/22/2014,13:09:00,Atlas V 401,NROL-33,1,109,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,5/23/2014,5:27:00,Rokot/Briz KM,Cosmos 2496 to 2499,0,41.8,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,5/24/2014,3:05:00,H-IIA 202,"Daichi 2, SPROUT & Others",1,90,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,5/24/2014,21:09:00,Zenit-3 SL,Eutelsat-3B,0,,1
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,6/19/2014,19:11:00,Dnepr,Deimos 2,0,29,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,6/30/2014,4:22:00,PSLV-CA,SPOT-7 & Rideshares,1,21,1
ULA,SLC-2W,Vandenberg AFB,California,USA,7/2/2014,9:56:00,Delta II 7320-10C,OCO-2,0,,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,7/3/2014,12:43:00,Rokot/Briz KM,Goniets-M 18 to 20,0,41.8,1
VKS RF,Site 35/1,Plesetsk Cosmodrome,,Russia,7/9/2014,12:00:00,Angara 1.2,Demo Flight,1,,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,7/10/2014,18:55:00,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,1,30,1
Northrop,LP-0A,Wallops Flight Facility,Virginia,USA,7/13/2014,16:52:00,Antares 120,CRS Orb-2,0,80,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,7/14/2014,15:15:00,Falcon 9 v1.1,OG2 Mission 1,0,56.5,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,7/28/2014,23:28:00,"Delta IV Medium+ (4,2)",AFSPC-4,0,164,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,7/29/2014,23:47:00,Ariane 5 ES,Georges Lema??tre ATV,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,8/2/2014,3:23:00,Atlas V 401,GPS IIF-7,1,109,1
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,8/5/2014,8:00:00,Falcon 9 v1.1,AsiaSat 8,0,56.5,1
ULA,SLC-3E,Vandenberg AFB,California,USA,8/13/2014,18:30:00,Atlas V 401,WorldView 3,1,109,1
Arianespace,ELS,Guiana Space Centre,French Guiana,France,8/22/2014,12:27:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,1,30,3
SpaceX,SLC-40,Cape Canaveral AFS,Florida,USA,9/7/2014,5:00:00,Falcon 9 v1.1,AsiaSat 6,0,56.5,1
